"file","light","treatment","opsin","spikes","cell","recording","index","uw_mm2","intensity_mv","rel_uw_mm2","treatment2","delta_t_rheo_s","pa_injection_start_s","rheo_s"
"1_18102022_TP185_hippo_cover2_cell5_0006","635nm","ramp_no_light","tp185",12,30,1,199,0,NA,1,"continuous",0.16505,0.32,0.48505
"1_18102022_TP185_hippo_cover2_cell5_0007","635nm","ramp_635nm_continuous","tp185",0,30,1,199,103.9365987,5000,0,"continuous",0.5,0.32,0.82
"1_18102022_TP185_hippo_cover2_cell5_0008","550nm","ramp_no_light","tp185",13,30,1,200,0,NA,1,"pulse",0.09557,0.32,0.41557
"1_18102022_TP185_hippo_cover2_cell5_0009","550nm","ramp_550nm_pulse","tp185",13,30,1,200,259.8414967,5000,1,"pulse",0.13883,0.32,0.45883
"1_18102022_TP185_hippo_cover2_cell5_0010","635nm","ramp_no_light","tp185",14,30,1,201,0,NA,1,"pulse",0.03789,0.32,0.35789
"1_18102022_TP185_hippo_cover2_cell5_0011","635nm","ramp_635nm_pulse","tp185",11,30,1,201,103.9365987,5000,0.785714286,"pulse",0.14801,0.32,0.46801
"18102022_TP185_hippo_cover2_cell6_0000","550nm","ramp_no_light","tp185",10,31,1,202,0,NA,1,"continuous",0.17144,0.32,0.49144
"18102022_TP185_hippo_cover2_cell6_0001","550nm","ramp_550nm_continuous","tp185",0,31,1,202,259.8414967,5000,0,"continuous",0.5,0.32,0.82
"18102022_TP185_hippo_cover2_cell6_0002","635nm","ramp_no_light","tp185",9,31,1,203,0,NA,1,"continuous",0.21635,0.32,0.53635
"18102022_TP185_hippo_cover2_cell6_0003","635nm","ramp_635nm_continuous","tp185",0,31,1,203,103.9365987,5000,0,"continuous",0.5,0.32,0.82
"18102022_TP185_hippo_cover2_cell6_0004","550nm","ramp_no_light","tp185",14,31,1,204,0,NA,1,"pulse",0.08932,0.32,0.40932
"18102022_TP185_hippo_cover2_cell6_0005","550nm","ramp_550nm_pulse","tp185",13,31,1,204,259.8414967,5000,0.928571429,"pulse",0.14105,0.32,0.46105
"18102022_TP185_hippo_cover2_cell6_0006","635nm","ramp_no_light","tp185",14,31,1,205,0,NA,1,"pulse",0.06879,0.32,0.38879
"18102022_TP185_hippo_cover2_cell6_0007","635nm","ramp_635nm_pulse","tp185",12,31,1,205,103.9365987,5000,0.857142857,"pulse",0.1368,0.32,0.4568
"18102022_TP185_hippo_cover3_cell8_0000","550nm","ramp_no_light","tp185",13,32,1,206,0,NA,1,"continuous",0.22022,0.32,0.54022
"18102022_TP185_hippo_cover3_cell8_0001","550nm","ramp_550nm_continuous","tp185",0,32,1,206,259.8414967,5000,0,"continuous",0.5,0.32,0.82
"18102022_TP185_hippo_cover3_cell8_0002","635nm","ramp_no_light","tp185",15,32,1,207,0,NA,1,"continuous",0.2267,0.32,0.5467
"18102022_TP185_hippo_cover3_cell8_0003","635nm","ramp_635nm_continuous","tp185",0,32,1,207,103.9365987,5000,0,"continuous",0.5,0.32,0.82
"19102022_TP221_hippo_cover1_cell1_0000","550nm","ramp_no_light","tp221",11,33,1,208,0,NA,1,"continuous",0.14661,0.32,0.46661
"19102022_TP221_hippo_cover1_cell1_0001","550nm","ramp_550nm_continuous","tp221",0,33,1,208,259.8414967,5000,0,"continuous",0.5,0.32,0.82
"19102022_TP221_hippo_cover1_cell1_0002","635nm","ramp_no_light","tp221",10,33,1,209,0,NA,1,"continuous",0.13002,0.32,0.45002
"19102022_TP221_hippo_cover1_cell1_0003","635nm","ramp_635nm_continuous","tp221",0,33,1,209,103.9365987,5000,0,"continuous",0.5,0.32,0.82
"19102022_TP221_hippo_cover1_cell1_0004","550nm","ramp_no_light","tp221",12,33,1,210,0,NA,1,"pulse",0.10081,0.32,0.42081
"19102022_TP221_hippo_cover1_cell1_0005","550nm","ramp_550nm_pulse","tp221",7,33,1,210,259.8414967,5000,0.583333333,"pulse",0.18112,0.32,0.50112
"19102022_TP221_hippo_cover1_cell1_0006","635nm","ramp_no_light","tp221",12,33,1,211,0,NA,1,"pulse",0.09484,0.32,0.41484
"19102022_TP221_hippo_cover1_cell1_0007","635nm","ramp_635nm_pulse","tp221",11,33,1,211,103.9365987,5000,0.916666667,"pulse",0.19108,0.32,0.51108
"19102022_TP221_hippo_cover1_cell1_0012","550nm","ramp_no_light","tp221",16,33,2,212,0,NA,1,"continuous",0.08687,0.32,0.40687
"19102022_TP221_hippo_cover1_cell1_0013","550nm","ramp_550nm_continuous","tp221",0,33,2,212,259.8414967,5000,0,"continuous",0.5,0.32,0.82
"19102022_TP221_hippo_cover1_cell1_0014","635nm","ramp_no_light","tp221",15,33,2,213,0,NA,1,"continuous",0.08754,0.32,0.40754
"19102022_TP221_hippo_cover1_cell1_0015","635nm","ramp_635nm_continuous","tp221",0,33,2,213,103.9365987,5000,0,"continuous",0.5,0.32,0.82
"19102022_TP221_hippo_cover1_cell1_0016","550nm","ramp_no_light","tp221",19,33,2,214,0,NA,1,"pulse",0.06962,0.32,0.38962
"19102022_TP221_hippo_cover1_cell1_0017","550nm","ramp_550nm_pulse","tp221",14,33,2,214,259.8414967,5000,0.736842105,"pulse",0.1798,0.32,0.4998
"19102022_TP221_hippo_cover1_cell1_0018","635nm","ramp_no_light","tp221",19,33,2,215,0,NA,1,"pulse",0.09617,0.32,0.41617
"19102022_TP221_hippo_cover1_cell1_0019","635nm","ramp_635nm_pulse","tp221",15,33,2,215,103.9365987,5000,0.789473684,"pulse",0.0955,0.32,0.4155
"19102022_TP221_hippo_cover1_cell2_0000","550nm","ramp_no_light","tp221",19,34,1,216,0,NA,1,"continuous",0.16453,0.32,0.48453
"19102022_TP221_hippo_cover1_cell2_0001","550nm","ramp_550nm_continuous","tp221",0,34,1,216,259.8414967,5000,0,"continuous",0.5,0.32,0.82
"19102022_TP221_hippo_cover1_cell2_0002","635nm","ramp_no_light","tp221",20,34,1,217,0,NA,1,"continuous",0.13732,0.32,0.45732
"19102022_TP221_hippo_cover1_cell2_0003","635nm","ramp_635nm_continuous","tp221",0,34,1,217,103.9365987,5000,0,"continuous",0.5,0.32,0.82
"19102022_TP221_hippo_cover1_cell2_0004","550nm","ramp_no_light","tp221",19,34,1,218,0,NA,1,"pulse",0.15723,0.32,0.47723
"19102022_TP221_hippo_cover1_cell2_0005","550nm","ramp_550nm_pulse","tp221",17,34,1,218,259.8414967,5000,0.894736842,"pulse",0.17781,0.32,0.49781
"19102022_TP221_hippo_cover1_cell2_0006","635nm","ramp_no_light","tp221",19,34,1,219,0,NA,1,"pulse",0.13201,0.32,0.45201
"19102022_TP221_hippo_cover1_cell2_0007","635nm","ramp_635nm_pulse","tp221",14,34,1,219,103.9365987,5000,0.736842105,"pulse",0.14396,0.32,0.46396
"20102022_TP221_hippo_cover1_cell1_0000","550nm","ramp_no_light","tp221",8,35,1,220,0,NA,1,"continuous",0.13466,0.32,0.45466
"20102022_TP221_hippo_cover1_cell1_0001","550nm","ramp_550nm_continuous","tp221",0,35,1,220,259.8414967,5000,0,"continuous",0.5,0.32,0.82
"20102022_TP221_hippo_cover1_cell1_0002","635nm","ramp_no_light","tp221",10,35,1,221,0,NA,1,"continuous",0.14727,0.32,0.46727
"20102022_TP221_hippo_cover1_cell1_0003","635nm","ramp_635nm_continuous","tp221",0,35,1,221,103.9365987,5000,0,"continuous",0.5,0.32,0.82
"20102022_TP221_hippo_cover1_cell1_0004","550nm","ramp_no_light","tp221",11,35,1,222,0,NA,1,"pulse",0.11541,0.32,0.43541
"20102022_TP221_hippo_cover1_cell1_0005","550nm","ramp_550nm_pulse","tp221",6,35,1,222,259.8414967,5000,0.545454545,"pulse",0.23356,0.32,0.55356
"20102022_TP221_hippo_cover1_cell1_0006","635nm","ramp_no_light","tp221",11,35,1,223,0,NA,1,"pulse",0.12603,0.32,0.44603
"20102022_TP221_hippo_cover1_cell1_0007","635nm","ramp_635nm_pulse","tp221",8,35,1,223,103.9365987,5000,0.727272727,"pulse",0.18843,0.32,0.50843
"20102022_TP221_hippo_cover1_cell1_0015","550nm","ramp_no_light","tp221",11,35,2,224,0,NA,1,"continuous",0.15325,0.32,0.47325
"20102022_TP221_hippo_cover1_cell1_0016","550nm","ramp_550nm_continuous","tp221",0,35,2,224,259.8414967,5000,0,"continuous",0.5,0.32,0.82
"20102022_TP221_hippo_cover1_cell1_0017","635nm","ramp_no_light","tp221",13,35,2,225,0,NA,1,"continuous",0.12338,0.32,0.44338
"20102022_TP221_hippo_cover1_cell1_0018","635nm","ramp_635nm_continuous","tp221",0,35,2,225,103.9365987,5000,0,"continuous",0.5,0.32,0.82
"20102022_TP221_hippo_cover1_cell1_0019","550nm","ramp_no_light","tp221",14,35,2,226,0,NA,1,"pulse",0.09484,0.32,0.41484
"20102022_TP221_hippo_cover1_cell1_0020","550nm","ramp_550nm_pulse","tp221",11,35,2,226,259.8414967,5000,0.785714286,"pulse",0.14595,0.32,0.46595
"20102022_TP221_hippo_cover1_cell1_0021","635nm","ramp_no_light","tp221",15,35,2,227,0,NA,1,"pulse",0.08754,0.32,0.40754
"20102022_TP221_hippo_cover1_cell1_0022","635nm","ramp_635nm_pulse","tp221",10,35,2,227,103.9365987,5000,0.666666667,"pulse",0.18975,0.32,0.50975
"20102022_TP221_hippo_cover1_cell2_0000","550nm","ramp_no_light","tp221",14,36,1,228,0,NA,1,"continuous",0.14993,0.32,0.46993
"20102022_TP221_hippo_cover1_cell2_0001","550nm","ramp_550nm_continuous","tp221",0,36,1,228,259.8414967,5000,0,"continuous",0.5,0.32,0.82
"20102022_TP221_hippo_cover1_cell2_0002","635nm","ramp_no_light","tp221",21,36,1,229,0,NA,1,"continuous",0.10148,0.32,0.42148
"20102022_TP221_hippo_cover1_cell2_0003","635nm","ramp_635nm_continuous","tp221",0,36,1,229,103.9365987,5000,0,"continuous",0.5,0.32,0.82
"20102022_TP221_hippo_cover1_cell2_0004","550nm","ramp_no_light","tp221",20,36,1,230,0,NA,1,"pulse",0.10878,0.32,0.42878
"20102022_TP221_hippo_cover1_cell2_0005","550nm","ramp_550nm_pulse","tp221",18,36,1,230,259.8414967,5000,0.9,"pulse",0.14926,0.32,0.46926
"20102022_TP221_hippo_cover1_cell2_0006","635nm","ramp_no_light","tp221",19,36,1,231,0,NA,1,"pulse",0.07161,0.32,0.39161
"20102022_TP221_hippo_cover1_cell2_0007","635nm","ramp_635nm_pulse","tp221",19,36,1,231,103.9365987,5000,1,"pulse",0.09816,0.32,0.41816
"24102022_TP221_hippo_cover1_cell1_0000","550nm","ramp_no_light","tp221",4,37,1,232,0,NA,1,"continuous",0.18577,0.32,0.50577
"24102022_TP221_hippo_cover1_cell1_0001","550nm","ramp_550nm_continuous","tp221",0,37,1,232,259.8414967,5000,0,"continuous",0.5,0.32,0.82
"24102022_TP221_hippo_cover1_cell1_0002","635nm","ramp_no_light","tp221",3,37,1,234,0,NA,1,"continuous",0.19838,0.32,0.51838
"24102022_TP221_hippo_cover1_cell1_0003","635nm","ramp_635nm_continuous","tp221",0,37,1,234,103.9365987,5000,0,"continuous",0.5,0.32,0.82
"24102022_TP221_hippo_cover1_cell1_0004","550nm","ramp_no_light","tp221",4,37,1,235,0,NA,1,"pulse",0.20104,0.32,0.52104
"24102022_TP221_hippo_cover1_cell1_0005","550nm","ramp_550nm_pulse","tp221",0,37,1,235,259.8414967,5000,0,"pulse",0.5,0.32,0.82
"24102022_TP221_hippo_cover1_cell1_0006","635nm","ramp_no_light","tp221",4,37,1,236,0,NA,1,"pulse",0.19374,0.32,0.51374
"24102022_TP221_hippo_cover1_cell1_0007","635nm","ramp_635nm_pulse","tp221",0,37,1,236,103.9365987,5000,0,"pulse",0.5,0.32,0.82
"24102022_TP221_hippo_cover1_cell3_0000","550nm","ramp_no_light","tp221",15,38,1,237,0,NA,1,"continuous",0.12272,0.32,0.44272
"24102022_TP221_hippo_cover1_cell3_0001","550nm","ramp_550nm_continuous","tp221",0,38,1,237,259.8414967,5000,0,"continuous",0.5,0.32,0.82
"24102022_TP221_hippo_cover1_cell3_0002","635nm","ramp_no_light","tp221",16,38,1,238,0,NA,1,"continuous",0.1121,0.32,0.4321
"24102022_TP221_hippo_cover1_cell3_0003","635nm","ramp_635nm_continuous","tp221",0,38,1,238,103.9365987,5000,0,"continuous",0.5,0.32,0.82
"24102022_TP221_hippo_cover1_cell3_0004","550nm","ramp_no_light","tp221",17,38,1,239,0,NA,1,"pulse",0.11143,0.32,0.43143
"24102022_TP221_hippo_cover1_cell3_0005","550nm","ramp_550nm_pulse","tp221",13,38,1,239,259.8414967,5000,0.764705882,"pulse",0.13665,0.32,0.45665
"24102022_TP221_hippo_cover1_cell3_0006","635nm","ramp_no_light","tp221",17,38,1,240,0,NA,1,"pulse",0.09285,0.32,0.41285
"24102022_TP221_hippo_cover1_cell3_0007","635nm","ramp_635nm_pulse","tp221",14,38,1,240,103.9365987,5000,0.823529412,"pulse",0.12869,0.32,0.44869
"19102022_TP222_CRE_hippo_cover1_cell1_0000","550nm","ramp_no_light","tp222",10,39,1,241,0,NA,1,"continuous",0.14042,0.32,0.46042
"19102022_TP222_CRE_hippo_cover1_cell1_0001","550nm","ramp_550nm_continuous","tp222",0,39,1,241,259.8414967,5000,0,"continuous",0.5,0.32,0.82
"19102022_TP222_CRE_hippo_cover1_cell1_0002","635nm","ramp_no_light","tp222",11,39,1,242,0,NA,1,"continuous",0.14203,0.32,0.46203
"19102022_TP222_CRE_hippo_cover1_cell1_0003","635nm","ramp_635nm_continuous","tp222",0,39,1,242,103.9365987,5000,0,"continuous",0.5,0.32,0.82
"19102022_TP222_CRE_hippo_cover1_cell1_0004","550nm","ramp_no_light","tp222",11,39,1,243,0,NA,1,"pulse",0.12694,0.32,0.44694
"19102022_TP222_CRE_hippo_cover1_cell1_0005","550nm","ramp_550nm_pulse","tp222",0,39,1,243,259.8414967,5000,0,"pulse",0.5,0.32,0.82
"19102022_TP222_CRE_hippo_cover1_cell1_0006","635nm","ramp_no_light","tp222",11,39,1,244,0,NA,1,"pulse",0.09172,0.32,0.41172
"19102022_TP222_CRE_hippo_cover1_cell1_0007","635nm","ramp_635nm_pulse","tp222",0,39,1,244,103.9365987,5000,0,"pulse",0.5,0.32,0.82
"20102022_TP222_CRE_hippo_cover1_cell1_0000","550nm","ramp_no_light","tp222",17,40,1,245,0,NA,1,"continuous",0.07625,0.32,0.39625
"20102022_TP222_CRE_hippo_cover1_cell1_0001","550nm","ramp_550nm_continuous","tp222",0,40,1,245,259.8414967,5000,0,"continuous",0.5,0.32,0.82
"20102022_TP222_CRE_hippo_cover1_cell1_0002","635nm","ramp_no_light","tp222",18,40,1,246,0,NA,1,"continuous",0.03643,0.32,0.35643
"20102022_TP222_CRE_hippo_cover1_cell1_0003","635nm","ramp_635nm_continuous","tp222",0,40,1,246,103.9365987,5000,0,"continuous",0.5,0.32,0.82
"20102022_TP222_CRE_hippo_cover1_cell1_0004","550nm","ramp_no_light","tp222",18,40,1,247,0,NA,1,"pulse",0.02183,0.32,0.34183
"20102022_TP222_CRE_hippo_cover1_cell1_0005","550nm","ramp_550nm_pulse","tp222",0,40,1,247,259.8414967,5000,0,"pulse",0.5,0.32,0.82
"20102022_TP222_CRE_hippo_cover1_cell1_0006","635nm","ramp_no_light","tp222",18,40,1,248,0,NA,1,"pulse",0.03975,0.32,0.35975
"20102022_TP222_CRE_hippo_cover1_cell1_0007","635nm","ramp_635nm_pulse","tp222",0,40,1,248,103.9365987,5000,0,"pulse",0.5,0.32,0.82
"24102022_TP222_CRE_hippo_cover1_cell1_0000","550nm","ramp_no_light","tp222",7,41,1,249,0,NA,1,"continuous",0.22692,0.32,0.54692
"24102022_TP222_CRE_hippo_cover1_cell1_0001","550nm","ramp_550nm_continuous","tp222",0,41,1,249,259.8414967,5000,0,"continuous",0.5,0.32,0.82
"24102022_TP222_CRE_hippo_cover1_cell1_0002","635nm","ramp_no_light","tp222",9,41,1,250,0,NA,1,"continuous",0.15126,0.32,0.47126
"24102022_TP222_CRE_hippo_cover1_cell1_0003","635nm","ramp_635nm_continuous","tp222",0,41,1,250,103.9365987,5000,0,"continuous",0.5,0.32,0.82
"24102022_TP222_CRE_hippo_cover1_cell1_0004","550nm","ramp_no_light","tp222",9,41,1,251,0,NA,1,"pulse",0.14263,0.32,0.46263
"24102022_TP222_CRE_hippo_cover1_cell1_0005","550nm","ramp_550nm_pulse","tp222",0,41,1,251,259.8414967,5000,0,"pulse",0.5,0.32,0.82
"24102022_TP222_CRE_hippo_cover1_cell1_0006","635nm","ramp_no_light","tp222",10,41,1,252,0,NA,1,"pulse",0.12537,0.32,0.44537
"24102022_TP222_CRE_hippo_cover1_cell1_0007","635nm","ramp_635nm_pulse","tp222",0,41,1,252,103.9365987,5000,0,"pulse",0.5,0.32,0.82
"24102022_TP222_CRE_hippo_cover1_cell3_0000","550nm","ramp_no_light","tp222",8,42,1,253,0,NA,1,"continuous",0.13295,0.32,0.45295
"24102022_TP222_CRE_hippo_cover1_cell3_0001","550nm","ramp_550nm_continuous","tp222",0,42,1,253,259.8414967,5000,0,"continuous",0.5,0.32,0.82
"24102022_TP222_CRE_hippo_cover1_cell3_0002","635nm","ramp_no_light","tp222",8,42,1,254,0,NA,1,"continuous",0.12017,0.32,0.44017
"24102022_TP222_CRE_hippo_cover1_cell3_0003","635nm","ramp_635nm_continuous","tp222",0,42,1,254,103.9365987,5000,0,"continuous",-0.32,0.32,0
"24102022_TP222_CRE_hippo_cover1_cell3_0004","550nm","ramp_no_light","tp222",9,42,1,255,0,NA,1,"pulse",0.1019,0.32,0.4219
"24102022_TP222_CRE_hippo_cover1_cell3_0005","550nm","ramp_550nm_pulse","tp222",0,42,1,255,259.8414967,5000,0,"pulse",0.5,0.32,0.82
"24102022_TP222_CRE_hippo_cover1_cell3_0006","635nm","ramp_no_light","tp222",9,42,1,256,0,NA,1,"pulse",0.10647,0.32,0.42647
"24102022_TP222_CRE_hippo_cover1_cell3_0007","635nm","ramp_635nm_pulse","tp222",0,42,1,256,103.9365987,5000,0,"pulse",0.5,0.32,0.82
"24102022_TP222_CRE_hippo_cover2_cell4_0000","550nm","ramp_no_light","tp222",9,43,1,257,0,NA,1,"continuous",0.16519,0.32,0.48519
"24102022_TP222_CRE_hippo_cover2_cell4_0001","550nm","ramp_550nm_continuous","tp222",0,43,1,257,259.8414967,5000,0,"continuous",0.5,0.32,0.82
"24102022_TP222_CRE_hippo_cover2_cell4_0002","635nm","ramp_no_light","tp222",14,43,1,258,0,NA,1,"continuous",0.07758,0.32,0.39758
"24102022_TP222_CRE_hippo_cover2_cell4_0003","635nm","ramp_635nm_continuous","tp222",0,43,1,258,103.9365987,5000,0,"continuous",0.5,0.32,0.82
"24102022_TP222_CRE_hippo_cover2_cell4_0004","550nm","ramp_no_light","tp222",13,43,1,259,0,NA,1,"pulse",0.1194,0.32,0.4394
"24102022_TP222_CRE_hippo_cover2_cell4_0005","550nm","ramp_550nm_pulse","tp222",0,43,1,259,259.8414967,5000,0,"pulse",0.5,0.32,0.82
"24102022_TP222_CRE_hippo_cover2_cell4_0006","635nm","ramp_no_light","tp222",16,43,1,260,0,NA,1,"pulse",0.04904,0.32,0.36904
"24102022_TP222_CRE_hippo_cover2_cell4_0007","635nm","ramp_635nm_pulse","tp222",0,43,1,260,103.9365987,5000,0,"pulse",0.5,0.32,0.82
"19102022_TP223_CRE_hippo_cover1_cell1_0000","550nm","ramp_no_light","tp223",16,44,1,261,0,NA,1,"continuous",0.19905,0.32,0.51905
"19102022_TP223_CRE_hippo_cover1_cell1_0001","550nm","ramp_550nm_continuous","tp223",0,44,1,261,259.8414967,5000,0,"continuous",0.5,0.32,0.82
"19102022_TP223_CRE_hippo_cover1_cell1_0002","635nm","ramp_no_light","tp223",17,44,1,262,0,NA,1,"continuous",0.19374,0.32,0.51374
"19102022_TP223_CRE_hippo_cover1_cell1_0003","635nm","ramp_635nm_continuous","tp223",0,44,1,262,103.9365987,5000,0,"continuous",0.5,0.32,0.82
"19102022_TP223_CRE_hippo_cover1_cell1_0004","550nm","ramp_no_light","tp223",17,44,1,263,0,NA,1,"pulse",0.18378,0.32,0.50378
"19102022_TP223_CRE_hippo_cover1_cell1_0005","550nm","ramp_550nm_pulse","tp223",4,44,1,263,259.8414967,5000,0.235294118,"pulse",0.08223,0.32,0.40223
"19102022_TP223_CRE_hippo_cover1_cell1_0006","635nm","ramp_no_light","tp223",17,44,1,264,0,NA,1,"pulse",0.1725,0.32,0.4925
"19102022_TP223_CRE_hippo_cover1_cell1_0007","635nm","ramp_635nm_pulse","tp223",5,44,1,264,103.9365987,5000,0.294117647,"pulse",0.13665,0.32,0.45665
"19102022_TP223_CRE_hippo_cover1_cell2_0000","550nm","ramp_no_light","tp223",14,45,1,265,0,NA,1,"continuous",0.16048,0.32,0.48048
"19102022_TP223_CRE_hippo_cover1_cell2_0001","550nm","ramp_550nm_continuous","tp223",0,45,1,265,259.8414967,5000,0,"continuous",0.5,0.32,0.82
"19102022_TP223_CRE_hippo_cover1_cell2_0002","635nm","ramp_no_light","tp223",22,45,1,266,0,NA,1,"continuous",0.15125,0.32,0.47125
"19102022_TP223_CRE_hippo_cover1_cell2_0003","635nm","ramp_635nm_continuous","tp223",0,45,1,266,103.9365987,5000,0,"continuous",0.5,0.32,0.82
"19102022_TP223_CRE_hippo_cover1_cell2_0004","550nm","ramp_no_light","tp223",23,45,1,267,0,NA,1,"pulse",0.15209,0.32,0.47209
"19102022_TP223_CRE_hippo_cover1_cell2_0005","550nm","ramp_550nm_pulse","tp223",6,45,1,267,259.8414967,5000,0.260869565,"pulse",0.33992,0.32,0.65992
"19102022_TP223_CRE_hippo_cover1_cell2_0006","635nm","ramp_no_light","tp223",28,45,1,268,0,NA,1,"pulse",0.09088,0.32,0.41088
"19102022_TP223_CRE_hippo_cover1_cell2_0007","635nm","ramp_635nm_pulse","tp223",7,45,1,268,103.9365987,5000,0.25,"pulse",0.298,0.32,0.618
"20102022_TP223_CRE_hippo_cover1_cell1_0000","550nm","ramp_no_light","tp223",8,46,1,269,0,NA,1,"continuous",0.33154,0.32,0.65154
"20102022_TP223_CRE_hippo_cover1_cell1_0001","550nm","ramp_550nm_continuous","tp223",0,46,1,269,259.8414967,5000,0,"continuous",0.5,0.32,0.82
"20102022_TP223_CRE_hippo_cover1_cell1_0002","635nm","ramp_no_light","tp223",11,46,1,270,0,NA,1,"continuous",0.31225,0.32,0.63225
"20102022_TP223_CRE_hippo_cover1_cell1_0003","635nm","ramp_635nm_continuous","tp223",0,46,1,270,103.9365987,5000,0,"continuous",0.5,0.32,0.82
"20102022_TP223_CRE_hippo_cover1_cell1_0004","550nm","ramp_no_light","tp223",8,46,1,271,0,NA,1,"pulse",0.32986,0.32,0.64986
"20102022_TP223_CRE_hippo_cover1_cell1_0005","550nm","ramp_550nm_pulse","tp223",0,46,1,271,259.8414967,5000,0,"pulse",0.5,0.32,0.82
"20102022_TP223_CRE_hippo_cover1_cell1_0006","635nm","ramp_no_light","tp223",13,46,1,272,0,NA,1,"pulse",0.24182,0.32,0.56182
"20102022_TP223_CRE_hippo_cover1_cell1_0007","635nm","ramp_635nm_pulse","tp223",0,46,1,272,103.9365987,5000,0,"pulse",0.5,0.32,0.82
"20102022_TP223_CRE_hippo_cover2_cell4_0000","550nm","ramp_no_light","tp223",15,47,1,273,0,NA,1,"continuous",0.09088,0.32,0.41088
"20102022_TP223_CRE_hippo_cover2_cell4_0001","550nm","ramp_550nm_continuous","tp223",0,47,1,273,259.8414967,5000,0,"continuous",0.5,0.32,0.82
"20102022_TP223_CRE_hippo_cover2_cell4_0002","635nm","ramp_no_light","tp223",15,47,1,274,0,NA,1,"continuous",0.06824,0.32,0.38824
"20102022_TP223_CRE_hippo_cover2_cell4_0003","635nm","ramp_635nm_continuous","tp223",0,47,1,274,103.9365987,5000,0,"continuous",0.5,0.32,0.82
"20102022_TP223_CRE_hippo_cover2_cell4_0004","550nm","ramp_no_light","tp223",12,47,1,275,0,NA,1,"pulse",0.10597,0.32,0.42597
"20102022_TP223_CRE_hippo_cover2_cell4_0005","550nm","ramp_550nm_pulse","tp223",10,47,1,275,259.8414967,5000,0.833333333,"pulse",0.24182,0.32,0.56182
"20102022_TP223_CRE_hippo_cover2_cell4_0007","635nm","ramp_no_light","tp223",11,47,1,276,0,NA,1,"pulse",0.10346,0.32,0.42346
"20102022_TP223_CRE_hippo_cover2_cell4_0009","635nm","ramp_635nm_pulse","tp223",11,47,1,276,103.9365987,5000,1,"pulse",0.1957,0.32,0.5157
"24102022_TP223_CRE_hippo_cover1_cell1_0000","550nm","ramp_no_light","tp223",24,48,1,277,0,NA,1,"continuous",0.17138,0.32,0.49138
"24102022_TP223_CRE_hippo_cover1_cell1_0001","550nm","ramp_550nm_continuous","tp223",0,48,1,277,259.8414967,5000,0,"continuous",0.5,0.32,0.82
"24102022_TP223_CRE_hippo_cover1_cell1_0002","635nm","ramp_no_light","tp223",29,48,1,278,0,NA,1,"continuous",0.17893,0.32,0.49893
"24102022_TP223_CRE_hippo_cover1_cell1_0003","635nm","ramp_635nm_continuous","tp223",0,48,1,278,103.9365987,5000,0,"continuous",0.5,0.32,0.82
"20102022_TP223_CRE_hippo_cover2_cell5_0001","550nm","ramp_no_light","tp223",17,49,1,279,0,NA,1,"continuous",0.10681,0.32,0.42681
"20102022_TP223_CRE_hippo_cover2_cell5_0002","550nm","ramp_550nm_continuous","tp223",17,49,1,279,259.8414967,5000,0,"continuous",0.11771,0.32,0.43771
"20102022_TP223_CRE_hippo_cover2_cell5_0003","635nm","ramp_no_light","tp223",16,49,1,280,0,NA,1,"continuous",0.1261,0.32,0.4461
"20102022_TP223_CRE_hippo_cover2_cell5_0004","635nm","ramp_635nm_continuous","tp223",16,49,1,280,103.9365987,5000,0,"continuous",0.12778,0.32,0.44778
"20102022_TP223_CRE_hippo_cover2_cell5_0005","550nm","ramp_no_light","tp223",17,49,1,281,0,NA,1,"pulse",0.12023,0.32,0.44023
"20102022_TP223_CRE_hippo_cover2_cell5_0006","550nm","ramp_550nm_pulse","tp223",17,49,1,281,259.8414967,5000,1,"pulse",0.06069,0.32,0.38069
"20102022_TP223_CRE_hippo_cover2_cell5_0007","635nm","ramp_no_light","tp223",17,49,1,282,0,NA,1,"pulse",0.12694,0.32,0.44694
"20102022_TP223_CRE_hippo_cover2_cell5_0008","635nm","ramp_635nm_pulse","tp223",17,49,1,282,103.9365987,5000,1,"pulse",0.11771,0.32,0.43771
"24102022_TP223_CRE_hippo_cover1_cell2_0000","550nm","ramp_no_light","tp223",14,50,1,283,0,NA,1,"continuous",0.111,0.32,0.431
"24102022_TP223_CRE_hippo_cover1_cell2_0001","550nm","ramp_550nm_continuous","tp223",12,50,1,283,259.8414967,5000,0.857142857,"continuous",0.11017,0.32,0.43017
"24102022_TP223_CRE_hippo_cover1_cell2_0006","635nm","ramp_no_light","tp223",10,50,1,284,0,NA,1,"continuous",0.11017,0.32,0.43017
"24102022_TP223_CRE_hippo_cover1_cell2_0007","635nm","ramp_635nm_continuous","tp223",10,50,1,284,103.9365987,5000,1,"continuous",0.1461,0.32,0.4661
"24102022_TP223_CRE_hippo_cover1_cell2_0008","550nm","ramp_no_light","tp223",9,50,1,285,0,NA,1,"pulse",0.14371,0.32,0.46371
"24102022_TP223_CRE_hippo_cover1_cell2_0009","550nm","ramp_550nm_pulse","tp223",5,50,1,285,259.8414967,5000,0.555555556,"pulse",0.25607,0.32,0.57607
"24102022_TP223_CRE_hippo_cover1_cell2_0010","635nm","ramp_no_light","tp223",10,50,1,286,0,NA,1,"pulse",0.11687,0.32,0.43687
