"file","light","treatment","opsin","spikes","cell","recording","index","uw_mm2","intensity_mv","rel_uw_mm2","treatment2","delta_t_rheo_s","pa_injection_start_s","rheo_s"
"","635nm","intensity_curve","tp184",NA,13,1,66,0,NA,1,"",NA,NA,NA
"18102022_TP184_hippo_cover1_cell2_0003","635nm","intensity_curve","tp184",6,13,1,66,1.221255034,96,1,NA,NA,NA,NA
"18102022_TP184_hippo_cover1_cell2_0003","635nm","intensity_curve","tp184",2,13,1,66,3.351955307,98,0.333333333,NA,NA,NA,NA
"18102022_TP184_hippo_cover1_cell2_0003","635nm","intensity_curve","tp184",0,13,1,66,4.391321294,100,0,NA,NA,NA,NA
"18102022_TP184_hippo_cover1_cell2_0003","635nm","intensity_curve","tp184",0,13,1,66,4.495257893,102,0,NA,NA,NA,NA
"18102022_TP184_hippo_cover1_cell2_0003","635nm","intensity_curve","tp184",0,13,1,66,4.72911524,104,0,NA,NA,NA,NA
"","550nm","intensity_curve","tp184",NA,14,1,67,0,NA,1,"",NA,NA,NA
"18102022_TP184_hippo_cover1_cell3_0001","550nm","intensity_curve","tp184",0,14,1,67,0.004677147,50,0,NA,NA,NA,NA
"18102022_TP184_hippo_cover1_cell3_0001","550nm","intensity_curve","tp184",0,14,1,67,0.179290633,51,0,NA,NA,NA,NA
"18102022_TP184_hippo_cover1_cell3_0001","550nm","intensity_curve","tp184",0,14,1,67,2.858256464,52,0,NA,NA,NA,NA
"18102022_TP184_hippo_cover1_cell3_0001","550nm","intensity_curve","tp184",0,14,1,67,7.119657009,53,0,NA,NA,NA,NA
"18102022_TP184_hippo_cover1_cell3_0001","550nm","intensity_curve","tp184",0,14,1,67,11.69286735,54,0,NA,NA,NA,NA
"18102022_TP184_hippo_cover1_cell3_0001","550nm","intensity_curve","tp184",0,14,1,67,15.01883851,55,0,NA,NA,NA,NA
"","635nm","intensity_curve","tp184",NA,14,1,68,0,NA,1,"",NA,NA,NA
"18102022_TP184_hippo_cover1_cell3_0002","635nm","intensity_curve","tp184",6,14,1,68,1.221255034,96,1,NA,NA,NA,NA
"18102022_TP184_hippo_cover1_cell3_0002","635nm","intensity_curve","tp184",0,14,1,68,3.351955307,98,0,NA,NA,NA,NA
"18102022_TP184_hippo_cover1_cell3_0002","635nm","intensity_curve","tp184",0,14,1,68,4.391321294,100,0,NA,NA,NA,NA
"18102022_TP184_hippo_cover1_cell3_0002","635nm","intensity_curve","tp184",0,14,1,68,4.495257893,102,0,NA,NA,NA,NA
"18102022_TP184_hippo_cover1_cell3_0002","635nm","intensity_curve","tp184",0,14,1,68,4.72911524,104,0,NA,NA,NA,NA
"","550nm","intensity_curve","tp184",NA,15,1,69,0,NA,1,"",NA,NA,NA
"18102022_TP184_hippo_cover1_cell1_0001","550nm","intensity_curve","tp184",16,15,1,69,0.004677147,50,1,NA,NA,NA,NA
"18102022_TP184_hippo_cover1_cell1_0001","550nm","intensity_curve","tp184",16,15,1,69,0.179290633,51,1,NA,NA,NA,NA
"18102022_TP184_hippo_cover1_cell1_0001","550nm","intensity_curve","tp184",14,15,1,69,2.858256464,52,0.875,NA,NA,NA,NA
"18102022_TP184_hippo_cover1_cell1_0001","550nm","intensity_curve","tp184",8,15,1,69,7.119657009,53,0.5,NA,NA,NA,NA
"18102022_TP184_hippo_cover1_cell1_0001","550nm","intensity_curve","tp184",1,15,1,69,11.69286735,54,0.0625,NA,NA,NA,NA
"18102022_TP184_hippo_cover1_cell1_0001","550nm","intensity_curve","tp184",1,15,1,69,15.01883851,55,0.0625,NA,NA,NA,NA
"","550nm","intensity_curve","tp184",NA,16,1,70,0,NA,1,"",NA,NA,NA
"18102022_TP184_hippo_cover1_cell2_0001","550nm","intensity_curve","tp184",5,16,1,70,0.004677147,50,1,NA,NA,NA,NA
"18102022_TP184_hippo_cover1_cell2_0001","550nm","intensity_curve","tp184",5,16,1,70,0.179290633,51,1,NA,NA,NA,NA
"18102022_TP184_hippo_cover1_cell2_0001","550nm","intensity_curve","tp184",4,16,1,70,2.858256464,52,0.8,NA,NA,NA,NA
"18102022_TP184_hippo_cover1_cell2_0001","550nm","intensity_curve","tp184",0,16,1,70,7.119657009,53,0,NA,NA,NA,NA
"18102022_TP184_hippo_cover1_cell2_0001","550nm","intensity_curve","tp184",0,16,1,70,11.69286735,54,0,NA,NA,NA,NA
"18102022_TP184_hippo_cover1_cell2_0001","550nm","intensity_curve","tp184",0,16,1,70,15.01883851,55,0,NA,NA,NA,NA
"","635nm","intensity_curve","tp184",NA,16,1,71,0,NA,1,"",NA,NA,NA
"18102022_TP184_hippo_cover1_cell2_0002","635nm","intensity_curve","tp184",6,16,1,71,1.221255034,96,1,NA,NA,NA,NA
"18102022_TP184_hippo_cover1_cell2_0002","635nm","intensity_curve","tp184",6,16,1,71,3.351955307,98,1,NA,NA,NA,NA
"18102022_TP184_hippo_cover1_cell2_0002","635nm","intensity_curve","tp184",6,16,1,71,4.391321294,100,1,NA,NA,NA,NA
"18102022_TP184_hippo_cover1_cell2_0002","635nm","intensity_curve","tp184",6,16,1,71,4.495257893,102,1,NA,NA,NA,NA
"18102022_TP184_hippo_cover1_cell2_0002","635nm","intensity_curve","tp184",5,16,1,71,4.72911524,104,0.833333333,NA,NA,NA,NA
"18102022_TP184_hippo_cover1_cell2_0003","550nm","ramp_no_light","tp184",15,16,1,72,0,NA,1,"continuous",0.09186,0.32,0.41186
"18102022_TP184_hippo_cover1_cell2_0005","550nm","ramp_550nm_continuous","tp184",0,16,1,72,259.8414967,5000,0,"continuous",0.5,0.32,0.82
"18102022_TP184_hippo_cover1_cell2_0006","635nm","ramp_no_light","tp184",16,16,1,73,0,NA,1,"continuous",0.0882,0.32,0.4082
"18102022_TP184_hippo_cover1_cell2_0007","635nm","ramp_635nm_continuous","tp184",0,16,1,73,103.9365987,5000,0,"continuous",0.5,0.32,0.82
"18102022_TP184_hippo_cover1_cell2_0008","550nm","ramp_no_light","tp184",16,16,1,74,0,NA,1,"pulse",0.09948,0.32,0.41948
"19102022_TP184_hippo_cover1_cell2_0010","550nm","ramp_550nm_pulse","tp184",9,16,1,74,259.8414967,5000,0.5625,"pulse",0.24484,0.32,0.56484
"18102022_TP184_hippo_cover1_cell2_0011","635nm","ramp_no_light","tp184",19,16,1,75,0,NA,1,"pulse",0.13798,0.32,0.45798
"18102022_TP184_hippo_cover1_cell2_0012","635nm","ramp_635nm_pulse","tp184",7,16,1,75,103.9365987,5000,0.368421053,"pulse",0.29861,0.32,0.61861
"","550nm","intensity_curve","tp184",NA,16,1,76,0,NA,1,"",NA,NA,NA
"18102022_TP184_hippo_cover1_cell2_0013","550nm","intensity_curve","tp184",6,16,2,76,0.004677147,50,1,NA,NA,NA,NA
"18102022_TP184_hippo_cover1_cell2_0013","550nm","intensity_curve","tp184",6,16,2,76,0.179290633,51,1,NA,NA,NA,NA
"18102022_TP184_hippo_cover1_cell2_0013","550nm","intensity_curve","tp184",6,16,2,76,2.858256464,52,1,NA,NA,NA,NA
"18102022_TP184_hippo_cover1_cell2_0013","550nm","intensity_curve","tp184",4,16,2,76,7.119657009,53,0.666666667,NA,NA,NA,NA
"18102022_TP184_hippo_cover1_cell2_0013","550nm","intensity_curve","tp184",1,16,2,76,11.69286735,54,0.166666667,NA,NA,NA,NA
"18102022_TP184_hippo_cover1_cell2_0013","550nm","intensity_curve","tp184",0,16,2,76,15.01883851,55,0,NA,NA,NA,NA
"","635nm","intensity_curve","tp184",NA,16,1,77,0,NA,1,"",NA,NA,NA
"18102022_TP184_hippo_cover1_cell2_0014","635nm","intensity_curve","tp184",6,16,2,77,1.221255034,96,1,NA,NA,NA,NA
"18102022_TP184_hippo_cover1_cell2_0014","635nm","intensity_curve","tp184",6,16,2,77,3.351955307,98,1,NA,NA,NA,NA
"18102022_TP184_hippo_cover1_cell2_0014","635nm","intensity_curve","tp184",6,16,2,77,4.391321294,100,1,NA,NA,NA,NA
"18102022_TP184_hippo_cover1_cell2_0014","635nm","intensity_curve","tp184",3,16,2,77,4.495257893,102,0.5,NA,NA,NA,NA
"18102022_TP184_hippo_cover1_cell2_0014","635nm","intensity_curve","tp184",2,16,2,77,4.72911524,104,0.333333333,NA,NA,NA,NA
"18102022_TP184_hippo_cover1_cell2_0016","550nm","ramp_no_light","tp184",7,16,2,78,0,NA,1,"continuous",0.29094,0.32,0.61094
"18102022_TP184_hippo_cover1_cell2_0017","550nm","ramp_550nm_continuous","tp184",0,16,2,78,259.8414967,5000,0,"continuous",0.5,0.32,0.82
"18102022_TP184_hippo_cover1_cell2_0018","635nm","ramp_no_light","tp184",12,16,2,79,0,NA,1,"continuous",0.21788,0.32,0.53788
"18102022_TP184_hippo_cover1_cell2_0019","635nm","ramp_635nm_continuous","tp184",0,16,2,79,103.9365987,5000,0,"continuous",0.5,0.32,0.82
"18102022_TP184_hippo_cover1_cell2_0020","550nm","ramp_no_light","tp184",9,16,2,80,0,NA,1,"pulse",0.23821,0.32,0.55821
"18102022_TP184_hippo_cover1_cell2_0021","550nm","ramp_550nm_pulse","tp184",2,16,2,80,259.8414967,5000,0.222222222,"pulse",0.44529,0.32,0.76529
"18102022_TP184_hippo_cover1_cell2_0022","635nm","ramp_no_light","tp184",8,16,2,81,0,NA,1,"pulse",0.26807,0.32,0.58807
"18102022_TP184_hippo_cover1_cell2_0023","635nm","ramp_635nm_pulse","tp184",3,16,2,81,103.9365987,5000,0.375,"pulse",0.39817,0.32,0.71817
"","550nm","intensity_curve","tp184",NA,17,1,82,0,NA,1,"",NA,NA,NA
"18102022_TP184_hippo_cover1_cell3_0001","550nm","intensity_curve","tp184",6,17,1,82,0.004677147,50,0.857142857,NA,NA,NA,NA
"18102022_TP184_hippo_cover1_cell3_0001","550nm","intensity_curve","tp184",7,17,1,82,0.179290633,51,1,NA,NA,NA,NA
"18102022_TP184_hippo_cover1_cell3_0001","550nm","intensity_curve","tp184",5,17,1,82,2.858256464,52,0.714285714,NA,NA,NA,NA
"18102022_TP184_hippo_cover1_cell3_0001","550nm","intensity_curve","tp184",0,17,1,82,7.119657009,53,0,NA,NA,NA,NA
"18102022_TP184_hippo_cover1_cell3_0001","550nm","intensity_curve","tp184",0,17,1,82,11.69286735,54,0,NA,NA,NA,NA
"18102022_TP184_hippo_cover1_cell3_0001","550nm","intensity_curve","tp184",0,17,1,82,15.01883851,55,0,NA,NA,NA,NA
"","635nm","intensity_curve","tp184",NA,17,1,83,0,NA,1,"",NA,NA,NA
"18102022_TP184_hippo_cover1_cell3_0003","635nm","intensity_curve","tp184",7,17,1,83,1.221255034,96,1,NA,NA,NA,NA
"18102022_TP184_hippo_cover1_cell3_0003","635nm","intensity_curve","tp184",6,17,1,83,3.351955307,98,0.857142857,NA,NA,NA,NA
"18102022_TP184_hippo_cover1_cell3_0003","635nm","intensity_curve","tp184",4,17,1,83,4.391321294,100,0.571428571,NA,NA,NA,NA
"18102022_TP184_hippo_cover1_cell3_0003","635nm","intensity_curve","tp184",0,17,1,83,4.495257893,102,0,NA,NA,NA,NA
"18102022_TP184_hippo_cover1_cell3_0003","635nm","intensity_curve","tp184",1,17,1,83,4.72911524,104,0.142857143,NA,NA,NA,NA
"26092022_TP185_cover1_cell1_0000","550nm","ramp_no_light","tp185",17,17,1,142,0,NA,1,"continuous",0.19174,0.32,0.51174
"26092022_TP185_cover1_cell1_0001","550nm","ramp_550nm_continuous","tp185",0,17,1,142,259.8414967,5000,0,"continuous",0.5,0.32,0.82
"26092022_TP185_cover1_cell1_0006","635nm","ramp_no_light","tp185",14,17,1,143,0,NA,1,"continuous",0.18046,0.32,0.50046
"26092022_TP185_cover1_cell1_0007","635nm","ramp_635nm_continuous","tp185",0,17,1,143,103.9365987,5000,0,"continuous",0.5,0.32,0.82
"26092022_TP185_cover1_cell2_0000","550nm","ramp_no_light","tp185",17,18,1,146,0,NA,1,"continuous",0.18511,0.32,0.50511
"26092022_TP185_cover1_cell2_0001","550nm","ramp_550nm_continuous","tp185",0,18,1,146,259.8414967,5000,0,"continuous",0.5,0.32,0.82
"26092022_TP185_cover1_cell2_0002","635nm","ramp_no_light","tp185",18,18,1,147,0,NA,1,"continuous",0.18312,0.32,0.50312
"26092022_TP185_cover1_cell2_0003","635nm","ramp_635nm_continuous","tp185",0,18,1,147,103.9365987,5000,0,"continuous",0.5,0.32,0.82
"26092022_TP185_cover1_cell2_0004","550nm","ramp_no_light","tp185",21,18,1,148,0,NA,1,"pulse",0.14727,0.32,0.46727
"26092022_TP185_cover1_cell2_0005","550nm","ramp_550nm_pulse","tp185",16,18,1,148,259.8414967,5000,0.761904762,"pulse",0.29572,0.32,0.61572
"26092022_TP185_cover1_cell2_0007","635nm","ramp_no_light","tp185",15,18,1,149,0,NA,1,"pulse",0.1954,0.32,0.5154
"26092022_TP185_cover1_cell2_0008","635nm","ramp_635nm_pulse","tp185",8,18,1,149,103.9365987,5000,0.533333333,"pulse",0.24141,0.32,0.56141
"26092022_TP185_cover1_cell2_0013","550nm","ramp_no_light","tp185",15,19,1,150,0,NA,1,"continuous",0.1725,0.32,0.4925
"26092022_TP185_cover1_cell2_0014","550nm","ramp_550nm_continuous","tp185",0,19,1,150,259.8414967,5000,0,"continuous",0.5,0.32,0.82
"26092022_TP185_cover1_cell2_0015","635nm","ramp_no_light","tp185",16,19,1,151,0,NA,1,"continuous",0.16851,0.32,0.48851
"26092022_TP185_cover1_cell2_0016","635nm","ramp_635nm_continuous","tp185",0,19,1,151,103.9365987,5000,0,"continuous",0.5,0.32,0.82
"26092022_TP185_cover1_cell2_0017","550nm","ramp_no_light","tp185",16,19,1,152,0,NA,1,"pulse",0.1705,0.32,0.4905
"26092022_TP185_cover1_cell2_0018","550nm","ramp_550nm_pulse","tp185",12,19,1,152,259.8414967,5000,0.75,"pulse",0.19241,0.32,0.51241
"26092022_TP185_cover1_cell2_0019","635nm","ramp_no_light","tp185",17,19,1,153,0,NA,1,"pulse",0.10213,0.32,0.42213
"26092022_TP185_cover1_cell2_0020","635nm","ramp_635nm_pulse","tp185",13,19,1,153,103.9365987,5000,0.764705882,"pulse",0.14462,0.32,0.46462
"26092022_TP185_cover2_cell5_0001","550nm","ramp_no_light","tp185",11,20,1,154,0,NA,1,"continuous",0.27338,0.32,0.59338
"26092022_TP185_cover2_cell5_0002","550nm","ramp_550nm_continuous","tp185",0,20,1,154,259.8414967,5000,0,"continuous",0.5,0.32,0.82
"26092022_TP185_cover2_cell5_0003","635nm","ramp_no_light","tp185",7,20,1,155,0,NA,1,"continuous",0.3464,0.32,0.6664
"26092022_TP185_cover2_cell5_0004","635nm","ramp_635nm_continuous","tp185",0,20,1,155,103.9365987,5000,0,"continuous",0.5,0.32,0.82
"26092022_TP185_cover2_cell5_0005","550nm","ramp_no_light","tp185",10,20,1,156,0,NA,1,"pulse",0.29861,0.32,0.61861
"26092022_TP185_cover2_cell5_0007","550nm","ramp_550nm_pulse","tp185",0,20,1,156,259.8414967,5000,0,"pulse",0.5,0.32,0.82
"26092022_TP185_cover2_cell5_0008","635nm","ramp_no_light","tp185",8,20,1,157,0,NA,1,"pulse",0.32582,0.32,0.64582
"26092022_TP185_cover2_cell5_0009","635nm","ramp_635nm_pulse","tp185",4,20,1,157,103.9365987,5000,0.5,"pulse",0.39419,0.32,0.71419
"27092022_TP185_cover1_cell1_0005","550nm","ramp_no_light","tp185",12,21,1,158,0,NA,1,"continuous",0.11414,0.32,0.43414
"27092022_TP185_cover1_cell1_0006","550nm","ramp_550nm_continuous","tp185",0,21,1,158,259.8414967,5000,0,"continuous",0.5,0.32,0.82
"27092022_TP185_cover1_cell1_0007","635nm","ramp_no_light","tp185",13,21,1,159,0,NA,1,"continuous",0.23091,0.32,0.55091
"27092022_TP185_cover1_cell1_0008","635nm","ramp_635nm_continuous","tp185",0,21,1,159,103.9365987,5000,0,"continuous",0.5,0.32,0.82
"27092022_TP185_cover1_cell1_0009","550nm","ramp_no_light","tp185",11,21,1,160,0,NA,1,"pulse",0.2611,0.32,0.5811
"27092022_TP185_cover1_cell1_0010","550nm","ramp_550nm_pulse","tp185",2,21,1,160,259.8414967,5000,0.181818182,"pulse",0.44474,0.32,0.76474
"27092022_TP185_cover1_cell1_0011","635nm","ramp_no_light","tp185",13,21,1,161,0,NA,1,"pulse",0.21666,0.32,0.53666
"27092022_TP185_cover1_cell1_0012","635nm","ramp_635nm_pulse","tp185",4,21,1,161,103.9365987,5000,0.307692308,"pulse",0.38604,0.32,0.70604
"27092022_TP185_cover1_cell2_0005","550nm","ramp_no_light","tp185",20,22,1,162,0,NA,1,"continuous",0.1152,0.32,0.4352
"27092022_TP185_cover1_cell2_0006","550nm","ramp_550nm_continuous","tp185",0,22,1,162,259.8414967,5000,0,"continuous",0.5,0.32,0.82
"27092022_TP185_cover1_cell2_0007","635nm","ramp_no_light","tp185",16,22,1,163,0,NA,1,"continuous",0.14538,0.32,0.46538
"27092022_TP185_cover1_cell2_0008","635nm","ramp_635nm_continuous","tp185",0,22,1,163,103.9365987,5000,0,"continuous",0.5,0.32,0.82
"27092022_TP185_cover1_cell2_0009","550nm","ramp_no_light","tp185",15,22,1,164,0,NA,1,"pulse",0.11604,0.32,0.43604
"27092022_TP185_cover1_cell2_0010","550nm","ramp_550nm_pulse","tp185",13,22,1,164,259.8414967,5000,0.866666667,"pulse",0.1915,0.32,0.5115
"27092022_TP185_cover1_cell2_0011","635nm","ramp_no_light","tp185",18,22,1,165,0,NA,1,"pulse",0.10346,0.32,0.42346
"27092022_TP185_cover1_cell2_0012","635nm","ramp_635nm_pulse","tp185",17,22,1,165,103.9365987,5000,0.944444444,"pulse",0.14035,0.32,0.46035
"27092022_TP185_cover2_cell4_0005","550nm","ramp_no_light","tp185",13,23,1,166,0,NA,1,"continuous",0.19989,0.32,0.51989
"27092022_TP185_cover2_cell4_0006","550nm","ramp_550nm_continuous","tp185",0,23,1,166,259.8414967,5000,0,"continuous",0.5,0.32,0.82
"27092022_TP185_cover2_cell4_0007","635nm","ramp_no_light","tp185",11,23,1,167,0,NA,1,"continuous",0.23762,0.32,0.55762
"27092022_TP185_cover2_cell4_0008","635nm","ramp_635nm_continuous","tp185",0,23,1,167,103.9365987,5000,0,"continuous",0.5,0.32,0.82
"27092022_TP185_cover2_cell4_0009","550nm","ramp_no_light","tp185",12,23,1,168,0,NA,1,"pulse",0.17809,0.32,0.49809
"27092022_TP185_cover2_cell4_0010","550nm","ramp_550nm_pulse","tp185",3,23,1,168,259.8414967,5000,0.25,"pulse",0.39359,0.32,0.71359
"27092022_TP185_cover2_cell4_0011","635nm","ramp_no_light","tp185",7,23,1,169,0,NA,1,"pulse",0.33657,0.32,0.65657
"27092022_TP185_cover2_cell4_0012","635nm","ramp_635nm_pulse","tp185",2,23,1,169,103.9365987,5000,0.285714286,"pulse",0.44726,0.32,0.76726
"28092022_TP185_cover2_cell4_0005","550nm","ramp_no_light","tp185",13,24,1,170,0,NA,1,"continuous",0.08289,0.32,0.40289
"28092022_TP185_cover2_cell4_0006","550nm","ramp_550nm_continuous","tp185",0,24,1,170,259.8414967,5000,0,"continuous",0.5,0.32,0.82
"28092022_TP185_cover2_cell4_0008","635nm","ramp_no_light","tp185",11,24,1,171,0,NA,1,"continuous",0.1705,0.32,0.4905
"28092022_TP185_cover2_cell4_0009","635nm","ramp_635nm_continuous","tp185",0,24,1,171,103.9365987,5000,0,"continuous",0.5,0.32,0.82
"28092022_TP185_cover2_cell4_0010","550nm","ramp_no_light","tp185",11,24,1,172,0,NA,1,"pulse",0.14595,0.32,0.46595
"28092022_TP185_cover2_cell4_0011","550nm","ramp_550nm_pulse","tp185",4,24,1,172,259.8414967,5000,0.363636364,"pulse",0.34905,0.32,0.66905
"28092022_TP185_cover2_cell4_0012","635nm","ramp_no_light","tp185",12,24,1,173,0,NA,1,"pulse",0.09816,0.32,0.41816
"28092022_TP185_cover2_cell4_0013","635nm","ramp_635nm_pulse","tp185",3,24,1,173,103.9365987,5000,0.25,"pulse",0.44529,0.32,0.76529
"17102022_TP185_hippo_cover2_cell2_0006","550nm","ramp_no_light","tp185",7,25,1,174,0,NA,1,"continuous",0.11541,0.32,0.43541
"17102022_TP185_hippo_cover2_cell2_0007","550nm","ramp_550nm_continuous","tp185",0,25,1,174,259.8414967,5000,0,"continuous",0.5,0.32,0.82
"17102022_TP185_hippo_cover2_cell2_0008","635nm","ramp_no_light","tp185",7,25,1,175,0,NA,1,"continuous",0.12471,0.32,0.44471
"17102022_TP185_hippo_cover2_cell2_0009","635nm","ramp_635nm_continuous","tp185",0,25,1,175,103.9365987,5000,0,"continuous",0.5,0.32,0.82
"17102022_TP185_hippo_cover2_cell2_0010","550nm","ramp_no_light","tp185",7,25,1,176,0,NA,0.777777778,"pulse",0.1267,0.32,0.4467
"17102022_TP185_hippo_cover2_cell2_0011","550nm","ramp_550nm_pulse","tp185",9,25,1,176,259.8414967,5000,1,"pulse",0.18643,0.32,0.50643
"17102022_TP185_hippo_cover2_cell2_0012","635nm","ramp_no_light","tp185",7,25,1,177,0,NA,0.875,"pulse",0.15723,0.32,0.47723
"17102022_TP185_hippo_cover2_cell2_0013","635nm","ramp_635nm_pulse","tp185",8,25,1,177,103.9365987,5000,1,"pulse",0.11409,0.32,0.43409
"17102022_TP185_hippo_cover3_cell4_0003","550nm","ramp_no_light","tp185",17,26,1,178,0,NA,1,"continuous",0.05966,0.32,0.37966
"17102022_TP185_hippo_cover3_cell4_0004","550nm","ramp_550nm_continuous","tp185",0,26,1,178,259.8414967,5000,0,"continuous",0.5,0.32,0.82
"17102022_TP185_hippo_cover3_cell4_0005","635nm","ramp_no_light","tp185",19,26,1,179,0,NA,1,"continuous",0.04904,0.32,0.36904
"17102022_TP185_hippo_cover3_cell4_0006","635nm","ramp_635nm_continuous","tp185",0,26,1,179,103.9365987,5000,0,"continuous",0.5,0.32,0.82
"17102022_TP185_hippo_cover3_cell4_0007","550nm","ramp_no_light","tp185",18,26,1,180,0,NA,1,"pulse",0.0517,0.32,0.3717
"17102022_TP185_hippo_cover3_cell4_0008","550nm","ramp_550nm_pulse","tp185",17,26,1,180,259.8414967,5000,0.944444444,"pulse",0.14396,0.32,0.46396
"17102022_TP185_hippo_cover3_cell4_0009","635nm","ramp_no_light","tp185",18,26,1,181,0,NA,1,"pulse",0.06099,0.32,0.38099
"17102022_TP185_hippo_cover3_cell4_0010","635nm","ramp_635nm_pulse","tp185",17,26,1,181,103.9365987,5000,0.944444444,"pulse",0.10612,0.32,0.42612
"17102022_TP185_hippo_cover3_cell6_0003","550nm","ramp_no_light","tp185",12,27,1,182,0,NA,1,"continuous",0.14396,0.32,0.46396
"17102022_TP185_hippo_cover3_cell6_0004","550nm","ramp_550nm_continuous","tp185",0,27,1,182,259.8414967,5000,0,"continuous",0.5,0.32,0.82
"17102022_TP185_hippo_cover3_cell6_0005","635nm","ramp_no_light","tp185",11,27,1,183,0,NA,1,"continuous",0.1705,0.32,0.4905
"17102022_TP185_hippo_cover3_cell6_0006","635nm","ramp_635nm_continuous","tp185",0,27,1,183,103.9365987,5000,0,"continuous",0.5,0.32,0.82
"17102022_TP185_hippo_cover3_cell6_0007","550nm","ramp_no_light","tp185",12,27,1,184,0,NA,1,"pulse",0.15988,0.32,0.47988
"17102022_TP185_hippo_cover3_cell6_0008","550nm","ramp_550nm_pulse","tp185",10,27,1,184,259.8414967,5000,0.833333333,"pulse",0.19905,0.32,0.51905
"17102022_TP185_hippo_cover3_cell6_0009","635nm","ramp_no_light","tp185",11,27,1,185,0,NA,1,"pulse",0.16254,0.32,0.48254
"17102022_TP185_hippo_cover3_cell6_0010","635nm","ramp_635nm_pulse","tp185",11,27,1,185,103.9365987,5000,1,"pulse",0.19705,0.32,0.51705
"17102022_TP185_hippo_cover3_cell6_0012","550nm","ramp_no_light","tp185",10,27,2,186,0,NA,1,"continuous",0.17515,0.32,0.49515
"17102022_TP185_hippo_cover3_cell6_0013","550nm","ramp_550nm_continuous","tp185",0,27,2,186,259.8414967,5000,0,"continuous",0.5,0.32,0.82
"17102022_TP185_hippo_cover3_cell6_0014","635nm","ramp_no_light","tp185",10,27,2,187,0,NA,1,"continuous",0.17117,0.32,0.49117
"17102022_TP185_hippo_cover3_cell6_0015","635nm","ramp_635nm_continuous","tp185",0,27,2,187,103.9365987,5000,0,"continuous",0.5,0.32,0.82
"17102022_TP185_hippo_cover3_cell6_0016","550nm","ramp_no_light","tp185",9,27,2,188,0,NA,1,"pulse",0.18312,0.32,0.50312
"17102022_TP185_hippo_cover3_cell6_0017","550nm","ramp_550nm_pulse","tp185",8,27,2,188,259.8414967,5000,0.888888889,"pulse",0.23887,0.32,0.55887
"17102022_TP185_hippo_cover3_cell6_0018","635nm","ramp_no_light","tp185",10,27,2,189,0,NA,1,"pulse",0.1486,0.32,0.4686
"17102022_TP185_hippo_cover3_cell6_0019","635nm","ramp_635nm_pulse","tp185",9,27,2,189,103.9365987,5000,0.9,"pulse",0.19506,0.32,0.51506
"18102022_TP185_hippo_cover1_cell1_0004","550nm","ramp_no_light","tp185",7,28,1,190,0,NA,1,"continuous",0.10344,0.32,0.42344
"18102022_TP185_hippo_cover1_cell1_0005","550nm","ramp_550nm_continuous","tp185",0,28,1,190,259.8414967,5000,0,"continuous",0.5,0.32,0.82
"18102022_TP185_hippo_cover1_cell1_0006","635nm","ramp_no_light","tp185",8,28,1,191,0,NA,1,"continuous",0.12896,0.32,0.44896
"18102022_TP185_hippo_cover1_cell1_0007","635nm","ramp_635nm_continuous","tp185",0,28,1,191,103.9365987,5000,0,"continuous",0.5,0.32,0.82
"18102022_TP185_hippo_cover1_cell1_0008","550nm","ramp_no_light","tp185",7,28,1,192,0,NA,0.777777778,"pulse",0.11597,0.32,0.43597
"18102022_TP185_hippo_cover1_cell1_0009","550nm","ramp_550nm_pulse","tp185",9,28,1,192,259.8414967,5000,1,"pulse",0.24388,0.32,0.56388
"18102022_TP185_hippo_cover1_cell1_0010","635nm","ramp_no_light","tp185",8,28,1,193,0,NA,0.727272727,"pulse",0.11205,0.32,0.43205
"18102022_TP185_hippo_cover1_cell1_0011","635nm","ramp_635nm_pulse","tp185",11,28,1,193,103.9365987,5000,1,"pulse",0.19428,0.32,0.51428
"18102022_TP185_hippo_cover1_cell2_0006","550nm","ramp_no_light","tp185",9,29,1,194,0,NA,1,"continuous",0.11976,0.32,0.43976
"18102022_TP185_hippo_cover1_cell2_0007","550nm","ramp_550nm_continuous","tp185",0,29,1,194,259.8414967,5000,0,"continuous",0.5,0.32,0.82
"18102022_TP185_hippo_cover1_cell2_0008","635nm","ramp_no_light","tp185",10,29,1,195,0,NA,1,"continuous",0.13293,0.32,0.45293
"18102022_TP185_hippo_cover1_cell2_0009","635nm","ramp_635nm_continuous","tp185",0,29,1,195,103.9365987,5000,0,"continuous",0.5,0.32,0.82
"18102022_TP185_hippo_cover1_cell2_0010","550nm","ramp_no_light","tp185",7,29,1,196,0,NA,0.5,"pulse",0.12503,0.32,0.44503
"18102022_TP185_hippo_cover1_cell2_0011","550nm","ramp_550nm_pulse","tp185",14,29,1,196,259.8414967,5000,1,"pulse",0.13951,0.32,0.45951
"18102022_TP185_hippo_cover1_cell2_0012","635nm","ramp_no_light","tp185",7,29,1,197,0,NA,0.7,"pulse",0.12371,0.32,0.44371
"18102022_TP185_hippo_cover1_cell2_0013","635nm","ramp_635nm_pulse","tp185",10,29,1,197,103.9365987,5000,1,"pulse",0.14873,0.32,0.46873
"1_18102022_TP185_hippo_cover2_cell5_0003","550nm","ramp_no_light","tp185",15,30,1,198,0,NA,1,"continuous",0.09295,0.32,0.41295
"1_18102022_TP185_hippo_cover2_cell5_0004","550nm","ramp_550nm_continuous","tp185",0,30,1,198,259.8414967,5000,0,"continuous",0.5,0.32,0.82
