scorer,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000
bodyparts,head,head,head,left ear,left ear,left ear,Right ear,Right ear,Right ear,basetail,basetail,basetail,spine,spine,spine,cable1,cable1,cable1,cable2,cable2,cable2
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,234.0330810546875,49.03898620605469,0.9999946355819702,226.77169799804688,49.339080810546875,0.9999969005584717,235.9975128173828,56.41239547729492,0.9999889135360718,202.86392211914062,89.04031372070312,0.9997772574424744,217.5809326171875,69.18263244628906,0.9999775886535645,240.26670837402344,42.42725372314453,0.9997990131378174,192.82513427734375,129.4598388671875,0.9732711315155029
1,234.0330810546875,49.03898620605469,0.9999946355819702,226.77169799804688,49.339080810546875,0.9999969005584717,235.9975128173828,56.41239547729492,0.9999889135360718,202.86392211914062,89.04031372070312,0.9997772574424744,217.5809326171875,69.18263244628906,0.9999775886535645,240.26670837402344,42.42725372314453,0.9997990131378174,192.82513427734375,129.4598388671875,0.9732711315155029
2,234.0330810546875,49.03898620605469,0.9999946355819702,226.77169799804688,49.339080810546875,0.9999969005584717,235.9975128173828,56.41239547729492,0.9999889135360718,202.86392211914062,89.04031372070312,0.9997772574424744,217.5809326171875,69.18263244628906,0.9999775886535645,240.26670837402344,42.42725372314453,0.9997990131378174,192.82513427734375,129.4598388671875,0.9732711315155029
3,234.0330810546875,49.03898620605469,0.9999946355819702,226.77169799804688,49.339080810546875,0.9999969005584717,235.9975128173828,56.41239547729492,0.9999889135360718,202.86392211914062,89.04031372070312,0.9997772574424744,217.5809326171875,69.18263244628906,0.9999775886535645,240.26670837402344,42.42725372314453,0.9997990131378174,192.82513427734375,129.4598388671875,0.9732711315155029
4,234.0330810546875,49.03898620605469,0.9999946355819702,226.77169799804688,49.339080810546875,0.9999969005584717,235.9975128173828,56.41239547729492,0.9999889135360718,202.86392211914062,89.04031372070312,0.9997772574424744,217.5809326171875,69.18263244628906,0.9999775886535645,240.26670837402344,42.42725372314453,0.9997990131378174,192.82513427734375,129.4598388671875,0.9732711315155029
5,234.0330810546875,49.03898620605469,0.9999946355819702,226.77169799804688,49.339080810546875,0.9999969005584717,235.9975128173828,56.41239547729492,0.9999889135360718,202.86392211914062,89.04031372070312,0.9997772574424744,217.5809326171875,69.18263244628906,0.9999775886535645,240.26670837402344,42.42725372314453,0.9997990131378174,192.82513427734375,129.4598388671875,0.9732711315155029
6,234.0330810546875,49.03898620605469,0.9999946355819702,226.77169799804688,49.339080810546875,0.9999969005584717,235.9975128173828,56.41239547729492,0.9999889135360718,202.86392211914062,89.04031372070312,0.9997772574424744,217.5809326171875,69.18263244628906,0.9999775886535645,240.26670837402344,42.42725372314453,0.9997990131378174,192.82513427734375,129.4598388671875,0.9732711315155029
7,234.0330810546875,49.03898620605469,0.9999946355819702,226.77169799804688,49.339080810546875,0.9999969005584717,235.9975128173828,56.41239547729492,0.9999889135360718,202.86392211914062,89.04031372070312,0.9997772574424744,217.5809326171875,69.18263244628906,0.9999775886535645,240.26670837402344,42.42725372314453,0.9997990131378174,192.82513427734375,129.4598388671875,0.9732711315155029
