scorer,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000
bodyparts,head,head,head,left ear,left ear,left ear,Right ear,Right ear,Right ear,basetail,basetail,basetail,spine,spine,spine,cable1,cable1,cable1,cable2,cable2,cable2
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
29,213.61495971679688,297.0151062011719,0.9999879598617554,210.15594482421875,305.10931396484375,0.9999830722808838,220.79750061035156,301.5643310546875,0.9999532699584961,231.1995391845703,343.37054443359375,0.9999972581863403,222.3669891357422,320.3963623046875,0.9999927282333374,209.9344940185547,293.4166564941406,0.9996523857116699,187.72195434570312,300.3565673828125,0.989143967628479
30,214.65106201171875,289.0576171875,0.9999992251396179,210.74383544921875,296.47967529296875,0.9999945759773254,223.21347045898438,293.5009765625,0.9999972581863403,225.9481658935547,335.3581237792969,0.9999971985816956,222.21543884277344,311.7244873046875,0.9999884963035583,210.64149475097656,282.74993896484375,0.9999630451202393,184.32057189941406,259.1714172363281,0.6162105798721313
31,214.33448791503906,286.6515197753906,0.999998927116394,210.6121826171875,293.743896484375,0.9999990463256836,222.77906799316406,291.5700378417969,0.999998152256012,224.05943298339844,334.6349182128906,0.9999945163726807,220.4701385498047,310.1443176269531,0.999995231628418,209.54856872558594,279.5581970214844,0.9999955296516418,181.13490295410156,266.4471740722656,0.9983347654342651
32,212.3561553955078,285.7206726074219,0.9999989867210388,209.08299255371094,293.35614013671875,0.9999984502792358,220.877197265625,289.97381591796875,0.9999985694885254,223.19786071777344,333.49224853515625,0.999993085861206,218.69444274902344,309.2284851074219,0.999996542930603,206.55538940429688,277.5745544433594,0.9999990463256836,178.47134399414062,265.69427490234375,0.9999449253082275
33,209.41290283203125,283.52593994140625,0.9999980926513672,206.42568969726562,291.3739013671875,0.999998927116394,218.16758728027344,288.7142333984375,0.9999971389770508,221.9158172607422,332.68572998046875,0.999994158744812,218.14083862304688,308.6545104980469,0.9999967813491821,204.84014892578125,275.1909484863281,0.9999989867210388,181.1695556640625,260.05401611328125,0.9999449849128723
34,206.74127197265625,280.4588623046875,0.9999904632568359,202.66281127929688,288.753173828125,0.9999948143959045,214.39903259277344,284.1833190917969,0.999996542930603,222.5871124267578,329.02618408203125,0.999995231628418,216.0786590576172,305.2841796875,0.9999974966049194,201.00550842285156,273.78594970703125,0.9999864101409912,182.9497528076172,262.09552001953125,0.988061785697937
35,206.74127197265625,280.4588623046875,0.9999904632568359,202.66281127929688,288.753173828125,0.9999948143959045,214.39903259277344,284.1833190917969,0.999996542930603,222.5871124267578,329.02618408203125,0.999995231628418,216.0786590576172,305.2841796875,0.9999974966049194,201.00550842285156,273.78594970703125,0.9999864101409912,182.9497528076172,262.09552001953125,0.988061785697937
36,205.28453063964844,279.21038818359375,0.9999970197677612,201.49671936035156,287.9353942871094,0.9999914169311523,212.82217407226562,282.83599853515625,0.9999974966049194,223.8386993408203,327.1082763671875,0.9999970197677612,215.23394775390625,303.4053955078125,0.9999942779541016,198.9202117919922,273.07489013671875,0.9999963045120239,198.76388549804688,208.09881591796875,0.9952212572097778
37,204.14804077148438,278.8862609863281,0.9999971389770508,200.7337188720703,287.611328125,0.9999854564666748,211.83538818359375,281.8836669921875,0.9999970197677612,225.15249633789062,323.74835205078125,0.9999948740005493,214.79808044433594,301.6011047363281,0.9999972581863403,197.57217407226562,273.05584716796875,0.999997615814209,179.67178344726562,261.4512634277344,0.9892674684524536
38,201.66421508789062,277.8225402832031,0.9999964237213135,199.45712280273438,286.57183837890625,0.99997878074646,209.994873046875,279.32525634765625,0.9999938011169434,226.3876953125,322.1423645019531,0.9999899864196777,215.65057373046875,300.2401428222656,0.9999958276748657,195.80422973632812,273.05908203125,0.999992847442627,196.05514526367188,209.31150817871094,0.9899746775627136
39,199.78054809570312,277.89752197265625,0.9999973177909851,198.9049835205078,286.60980224609375,0.9999815225601196,208.63954162597656,277.55413818359375,0.9999906420707703,227.343017578125,317.34844970703125,0.9999926090240479,217.2666015625,296.36279296875,0.999976396560669,193.99240112304688,274.6240234375,0.9999809265136719,175.72921752929688,261.0296936035156,0.9876221418380737
40,198.2508544921875,276.3345031738281,0.9999990463256836,198.09796142578125,285.50299072265625,0.9999920129776001,206.97731018066406,276.43536376953125,0.9999916553497314,227.06375122070312,315.8539123535156,0.9999938607215881,215.1183624267578,294.62774658203125,0.9999960064888,191.86439514160156,273.6509094238281,0.999971866607666,173.00135803222656,262.54656982421875,0.9974626898765564
41,199.1416473388672,274.48712158203125,0.9999990463256836,198.8761444091797,282.97247314453125,0.9999889135360718,207.95115661621094,274.61553955078125,0.9999938011169434,225.4206085205078,314.2369689941406,0.9999921321868896,215.08908081054688,292.9429626464844,0.9999982118606567,193.0604248046875,272.05401611328125,0.9999604821205139,172.53761291503906,262.732666015625,0.9996305704116821
42,199.30532836914062,270.1909484863281,0.9999942779541016,197.4951629638672,278.6203918457031,0.9999975562095642,208.96475219726562,272.42657470703125,0.9999848008155823,223.8120880126953,312.4490661621094,0.999994158744812,213.73255920410156,290.67633056640625,0.9999985694885254,193.28558349609375,265.50732421875,0.9998612403869629,196.92576599121094,203.46641540527344,0.9974812865257263
43,204.02305603027344,261.2058410644531,0.999995231628418,199.4185791015625,269.3006286621094,0.9999911785125732,211.58250427246094,265.9990234375,0.999995768070221,218.09837341308594,309.6602478027344,0.9999977350234985,211.92160034179688,284.6777038574219,0.9999983906745911,201.8503875732422,258.0673828125,0.9991852045059204,198.8716278076172,210.5112762451172,0.95147705078125
44,206.66854858398438,254.23764038085938,0.9999932646751404,201.877685546875,260.54132080078125,0.9999977350234985,213.22393798828125,259.6086730957031,0.9999992847442627,216.6866912841797,304.5919494628906,0.9999957084655762,210.84300231933594,279.3231201171875,0.9999942779541016,205.39234924316406,245.1927490234375,0.9999942779541016,181.8246612548828,241.7520294189453,0.9993510246276855
45,207.4831085205078,250.63134765625,0.9999896883964539,200.92762756347656,258.4990539550781,0.9999960660934448,214.3542938232422,256.5179443359375,0.9999984502792358,214.0236053466797,301.2198486328125,0.999998927116394,210.2096710205078,276.3954162597656,0.9999970197677612,207.79774475097656,244.84429931640625,0.9998578429222107,180.6515655517578,248.8324432373047,0.9021819829940796
46,209.0501708984375,246.78468322753906,0.9999985694885254,202.9622344970703,252.52606201171875,0.9999889135360718,214.34902954101562,252.22238159179688,0.9999978542327881,211.7521514892578,297.4904479980469,0.9999987483024597,208.87167358398438,271.1382141113281,0.9999916553497314,210.13641357421875,237.64767456054688,0.9999687671661377,181.35374450683594,248.56092834472656,0.2922019362449646
47,209.5970458984375,241.66371154785156,0.9999993443489075,203.61257934570312,247.34442138671875,0.9999885559082031,215.80250549316406,247.9259796142578,0.9999979734420776,212.91409301757812,293.3625183105469,0.9999994039535522,209.20556640625,266.26287841796875,0.9999951720237732,211.17185974121094,234.14276123046875,0.9999533891677856,182.27056884765625,247.77784729003906,0.1700306236743927
48,210.6797637939453,235.43606567382812,0.999995768070221,204.93051147460938,241.5974884033203,0.9999854564666748,216.7318115234375,242.1436004638672,0.9999988079071045,214.59310913085938,289.9128112792969,0.9999994039535522,210.07760620117188,262.3305358886719,0.9999971389770508,211.92904663085938,228.7146453857422,0.9999796748161316,198.87432861328125,216.39822387695312,0.04482102394104004
49,211.2046661376953,229.380126953125,0.9999998807907104,204.58184814453125,234.67259216308594,0.9999885559082031,216.6287078857422,235.09246826171875,0.9999938011169434,210.85328674316406,283.2231140136719,0.9999971389770508,210.35244750976562,256.7092590332031,0.9999905824661255,212.2437744140625,221.38705444335938,0.9999598264694214,213.74220275878906,205.673828125,0.044464439153671265
50,209.55348205566406,224.66424560546875,0.9999994039535522,202.54501342773438,229.6853790283203,0.9999938011169434,215.59315490722656,231.14585876464844,0.9999990463256836,210.0096893310547,278.8670654296875,0.9999948143959045,207.62075805664062,250.57203674316406,0.9999702572822571,210.4429473876953,216.09791564941406,0.9999808073043823,196.77294921875,185.15899658203125,0.023613333702087402
51,207.9613494873047,213.6800994873047,0.9999983906745911,200.64088439941406,217.71188354492188,0.9999933242797852,213.23703002929688,218.8174591064453,0.9999973773956299,204.4762725830078,267.4334716796875,0.9999403953552246,205.91200256347656,239.16986083984375,0.999913215637207,207.3076171875,204.9004669189453,0.9999001622200012,195.2956085205078,179.4332733154297,0.42329901456832886
52,206.1186981201172,207.24227905273438,0.999994158744812,201.07313537597656,212.9654541015625,0.9999975562095642,212.30418395996094,213.79995727539062,0.9999985098838806,205.4067840576172,260.7496643066406,0.9999915361404419,205.0832977294922,233.31036376953125,0.9999226927757263,206.6299591064453,198.71142578125,0.9999499917030334,193.0252227783203,178.94754028320312,0.8337967991828918
53,206.15415954589844,200.64700317382812,0.9999704360961914,199.84242248535156,205.49688720703125,0.9999872446060181,211.90933227539062,206.19692993164062,0.9999954700469971,202.84295654296875,254.0301971435547,0.9999681711196899,204.29579162597656,226.25997924804688,0.9999744892120361,204.45816040039062,192.1848907470703,0.9999507665634155,188.19247436523438,178.3838348388672,0.7741342186927795
54,204.60989379882812,195.7227783203125,0.9999967813491821,200.30625915527344,201.5743865966797,0.9999915957450867,211.09767150878906,201.16461181640625,0.9999915957450867,203.8250732421875,248.27044677734375,0.999974250793457,204.60520935058594,220.99502563476562,0.999957799911499,204.06004333496094,188.02517700195312,0.9999501705169678,198.41421508789062,165.5104522705078,0.7447147369384766
55,202.32093811035156,191.85226440429688,0.9999924898147583,198.99618530273438,198.6863250732422,0.999998927116394,209.20115661621094,196.7024688720703,0.9999947547912598,206.15753173828125,243.83570861816406,0.9999915361404419,205.48141479492188,216.25872802734375,0.9999529123306274,200.4042510986328,184.14517211914062,0.9999881386756897,194.45233154296875,162.30780029296875,0.9014371037483215
56,200.56739807128906,187.01211547851562,0.9999440908432007,197.27191162109375,192.52096557617188,0.9999904632568359,208.05938720703125,189.85902404785156,0.9999544024467468,204.4644012451172,236.66136169433594,0.9999650716781616,204.38516235351562,210.7017059326172,0.9999781847000122,199.0611572265625,178.7811279296875,0.9999675750732422,200.1403045654297,152.43849182128906,0.9198565483093262
57,200.3181610107422,183.71022033691406,0.9999936819076538,196.14112854003906,188.82789611816406,0.9999829530715942,207.75320434570312,186.77798461914062,0.999970555305481,205.7289581298828,234.28648376464844,0.9999582767486572,205.1486358642578,207.73680114746094,0.9999531507492065,199.62237548828125,174.75152587890625,0.9999837875366211,198.60183715820312,147.38905334472656,0.9891270399093628
58,200.0210418701172,180.04051208496094,0.999998927116394,196.56568908691406,186.03030395507812,0.9999938011169434,207.79283142089844,183.37335205078125,0.99998539686203,209.34628295898438,232.1394805908203,0.9999843835830688,205.53309631347656,204.3980255126953,0.9999760389328003,198.54397583007812,171.95252990722656,0.9999902248382568,196.0392608642578,145.60968017578125,0.9912455081939697
59,200.07791137695312,178.91661071777344,0.9999990463256836,196.8701171875,185.78062438964844,0.9999953508377075,207.63723754882812,182.2333526611328,0.9999896287918091,211.03863525390625,229.79669189453125,0.9999949932098389,206.0076446533203,202.41293334960938,0.9999746084213257,197.89971923828125,171.19703674316406,0.999993085861206,195.85064697265625,142.7851104736328,0.9988892674446106
60,198.75106811523438,175.57962036132812,0.9999980926513672,196.05465698242188,182.64291381835938,0.9999982118606567,205.8920135498047,178.66299438476562,0.999994695186615,212.04254150390625,225.35948181152344,0.9999936819076538,206.92515563964844,198.36036682128906,0.9999428987503052,196.05642700195312,166.76785278320312,0.9999968409538269,199.84500122070312,135.55381774902344,0.8768725991249084
61,199.43475341796875,173.10130310058594,0.9999849796295166,197.24111938476562,180.568603515625,0.999998152256012,207.25030517578125,177.08580017089844,0.9999864101409912,210.76324462890625,221.58914184570312,0.9999935626983643,206.63079833984375,195.93975830078125,0.9999766945838928,197.3380584716797,165.29676818847656,0.9999954700469971,200.24111938476562,136.4547882080078,0.9404626488685608
62,200.26669311523438,173.00811767578125,0.9999621510505676,197.95359802246094,180.37351989746094,0.9999978542327881,208.07191467285156,176.60777282714844,0.9999628663063049,211.4757080078125,217.9793701171875,0.9999943971633911,207.6473388671875,194.5529022216797,0.9999749660491943,198.2088623046875,165.64263916015625,0.9999876022338867,198.38119506835938,138.89712524414062,0.9555342197418213
63,200.74078369140625,175.00299072265625,0.9999759197235107,198.3946075439453,182.60073852539062,0.9999979734420776,208.3177032470703,176.7308807373047,0.9999686479568481,218.1279296875,215.9042205810547,0.9999951124191284,210.9488067626953,193.74649047851562,0.9999948740005493,198.18299865722656,168.4414520263672,0.9999533295631409,196.1028289794922,137.178955078125,0.978853702545166
64,199.18417358398438,175.8601837158203,0.9999959468841553,197.00473022460938,183.8780059814453,0.9999973773956299,206.67971801757812,176.5066375732422,0.9999815225601196,218.3832244873047,216.5141143798828,0.9999921321868896,210.6204833984375,194.66835021972656,0.9999964237213135,195.72381591796875,169.1402130126953,0.9999619722366333,193.27200317382812,129.63983154296875,0.9988787174224854
65,198.2555389404297,176.42645263671875,0.9999964833259583,196.06887817382812,184.32652282714844,0.9999959468841553,205.71434020996094,176.51052856445312,0.9999760389328003,219.16351318359375,216.3569793701172,0.999993085861206,210.2473907470703,194.69430541992188,0.9999966025352478,194.1636199951172,169.30006408691406,0.9999194741249084,185.7146453857422,124.70391082763672,0.9992895126342773
