scorer,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet_50_ChRs_134_135Sep10shuffle1_300000
bodyparts,head,head,head,left ear,left ear,left ear,Right ear,Right ear,Right ear,basetail,basetail,basetail,spine,spine,spine,cable1,cable1,cable1,cable2,cable2,cable2
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,195.49122619628906,56.583518981933594,0.9999966025352478,196.53536987304688,67.1460952758789,0.9999978542327881,205.40357971191406,57.05412292480469,0.9999655485153198,223.16400146484375,99.68325805664062,0.9999960660934448,211.50973510742188,77.37158966064453,0.999988317489624,192.38143920898438,55.6171760559082,0.9998408555984497,170.08859252929688,50.80937194824219,0.9998804330825806
1,195.49122619628906,56.583518981933594,0.9999966025352478,196.53536987304688,67.1460952758789,0.9999978542327881,205.40357971191406,57.05412292480469,0.9999655485153198,223.16400146484375,99.68325805664062,0.9999960660934448,211.50973510742188,77.37158966064453,0.999988317489624,192.38143920898438,55.6171760559082,0.9998408555984497,170.08859252929688,50.80937194824219,0.9998804330825806
2,195.49122619628906,56.583518981933594,0.9999966025352478,196.53536987304688,67.1460952758789,0.9999978542327881,205.40357971191406,57.05412292480469,0.9999655485153198,223.16400146484375,99.68325805664062,0.9999960660934448,211.50973510742188,77.37158966064453,0.999988317489624,192.38143920898438,55.6171760559082,0.9998408555984497,170.08859252929688,50.80937194824219,0.9998804330825806
3,195.49122619628906,56.583518981933594,0.9999966025352478,196.53536987304688,67.1460952758789,0.9999978542327881,205.40357971191406,57.05412292480469,0.9999655485153198,223.16400146484375,99.68325805664062,0.9999960660934448,211.50973510742188,77.37158966064453,0.999988317489624,192.38143920898438,55.6171760559082,0.9998408555984497,170.08859252929688,50.80937194824219,0.9998804330825806
4,195.49122619628906,56.583518981933594,0.9999966025352478,196.53536987304688,67.1460952758789,0.9999978542327881,205.40357971191406,57.05412292480469,0.9999655485153198,223.16400146484375,99.68325805664062,0.9999960660934448,211.50973510742188,77.37158966064453,0.999988317489624,192.38143920898438,55.6171760559082,0.9998408555984497,170.08859252929688,50.80937194824219,0.9998804330825806
5,195.49122619628906,56.583518981933594,0.9999966025352478,196.53536987304688,67.1460952758789,0.9999978542327881,205.40357971191406,57.05412292480469,0.9999655485153198,223.16400146484375,99.68325805664062,0.9999960660934448,211.50973510742188,77.37158966064453,0.999988317489624,192.38143920898438,55.6171760559082,0.9998408555984497,170.08859252929688,50.80937194824219,0.9998804330825806
6,195.49122619628906,56.583518981933594,0.9999966025352478,196.53536987304688,67.1460952758789,0.9999978542327881,205.40357971191406,57.05412292480469,0.9999655485153198,223.16400146484375,99.68325805664062,0.9999960660934448,211.50973510742188,77.37158966064453,0.999988317489624,192.38143920898438,55.6171760559082,0.9998408555984497,170.08859252929688,50.80937194824219,0.9998804330825806
7,195.49122619628906,56.583518981933594,0.9999966025352478,196.53536987304688,67.1460952758789,0.9999978542327881,205.40357971191406,57.05412292480469,0.9999655485153198,223.16400146484375,99.68325805664062,0.9999960660934448,211.50973510742188,77.37158966064453,0.999988317489624,192.38143920898438,55.6171760559082,0.9998408555984497,170.08859252929688,50.80937194824219,0.9998804330825806
