scorer,DLC_resnet50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet50_ChRs_134_135Sep10shuffle1_300000,DLC_resnet50_ChRs_134_135Sep10shuffle1_300000
bodyparts,head,head,head,left ear,left ear,left ear,Right ear,Right ear,Right ear,basetail,basetail,basetail,spine,spine,spine,cable1,cable1,cable1,cable2,cable2,cable2
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
18,190.5747833251953,402.412353515625,0.9999874830245972,195.06211853027344,396.5631103515625,0.9999912977218628,185.73306274414062,397.54901123046875,0.999933123588562,183.5242919921875,354.61614990234375,0.9999974966049194,185.68666076660156,376.8736877441406,0.9999289512634277,192.5447540283203,412.00299072265625,0.9998865127563477,207.7831268310547,428.7365417480469,0.9981701374053955
19,190.69151306152344,402.51470947265625,0.9999862909317017,195.12713623046875,396.7018127441406,0.9999908208847046,185.85769653320312,397.69244384765625,0.9999288320541382,183.531982421875,354.5942077636719,0.9999973773956299,185.81822204589844,376.88458251953125,0.9999278783798218,192.70999145507812,412.0998229980469,0.9998962879180908,207.52001953125,428.7128601074219,0.9978194236755371
20,190.77857971191406,402.5168151855469,0.9999856948852539,195.2376708984375,396.6386413574219,0.9999908208847046,185.93765258789062,397.6711730957031,0.9999288320541382,183.56536865234375,354.6131286621094,0.9999972581863403,185.91729736328125,376.8516845703125,0.9999276399612427,192.75155639648438,412.0751037597656,0.9998925924301147,207.70579528808594,428.6759338378906,0.9975570440292358
21,190.81118774414062,402.5382385253906,0.9999850988388062,195.2227020263672,396.75848388671875,0.9999908208847046,186.00692749023438,397.72882080078125,0.9999293088912964,183.5831756591797,354.596435546875,0.9999973773956299,185.9308319091797,376.8682861328125,0.9999234676361084,192.82994079589844,412.0901184082031,0.9998958110809326,207.2628631591797,429.80181884765625,0.9970836043357849
22,190.8645477294922,402.52734375,0.9999853372573853,195.27333068847656,396.7566833496094,0.9999909400939941,186.0720977783203,397.78375244140625,0.999931812286377,183.50677490234375,354.5753173828125,0.9999973773956299,185.8923797607422,376.93218994140625,0.9999291896820068,192.961181640625,412.1298522949219,0.9999048709869385,207.88180541992188,429.026611328125,0.9972215890884399
23,190.74917602539062,402.36834716796875,0.9999856948852539,195.17347717285156,396.60601806640625,0.9999910593032837,185.9113311767578,397.5382080078125,0.9999349117279053,183.58790588378906,354.6402893066406,0.9999974966049194,185.88705444335938,376.8822326660156,0.9999284744262695,192.6765899658203,411.9568786621094,0.9998958110809326,207.42933654785156,429.8635559082031,0.9967888593673706
24,190.74917602539062,402.36834716796875,0.9999856948852539,195.17347717285156,396.60601806640625,0.9999910593032837,185.9113311767578,397.5382080078125,0.9999349117279053,183.58790588378906,354.6402893066406,0.9999974966049194,185.88705444335938,376.8822326660156,0.9999284744262695,192.6765899658203,411.9568786621094,0.9998958110809326,207.42933654785156,429.8635559082031,0.9967888593673706
25,190.79994201660156,402.3438720703125,0.9999853372573853,195.22462463378906,396.51324462890625,0.9999910593032837,185.95872497558594,397.5607604980469,0.9999383687973022,183.5426483154297,354.6364440917969,0.9999974966049194,185.88229370117188,376.87335205078125,0.9999223947525024,192.76585388183594,411.9656066894531,0.999897837638855,207.56861877441406,429.9861755371094,0.9965584874153137
26,190.75271606445312,402.4530334472656,0.9999858140945435,195.18829345703125,396.6864929199219,0.9999903440475464,185.92042541503906,397.6492614746094,0.9999314546585083,183.50857543945312,354.6313781738281,0.9999973773956299,185.8098602294922,376.90594482421875,0.9999297857284546,192.8793487548828,412.1015319824219,0.9999136924743652,208.22634887695312,428.8787841796875,0.9976006150245667
27,190.75271606445312,402.4530334472656,0.9999858140945435,195.18829345703125,396.6864929199219,0.9999903440475464,185.92042541503906,397.6492614746094,0.9999314546585083,183.50857543945312,354.6313781738281,0.9999973773956299,185.8098602294922,376.90594482421875,0.9999297857284546,192.8793487548828,412.1015319824219,0.9999136924743652,208.22634887695312,428.8787841796875,0.9976006150245667
28,190.8055877685547,402.3633728027344,0.9999865293502808,195.32005310058594,396.61676025390625,0.9999916553497314,186.00816345214844,397.53094482421875,0.9999403953552246,183.534423828125,354.5252380371094,0.9999973773956299,185.85684204101562,376.8371887207031,0.9999282360076904,192.87290954589844,411.94671630859375,0.999916672706604,208.56109619140625,428.853271484375,0.9983697533607483
